id,sett_prod,anno,imballo,lotto,desc1,desc2,desc3,q_iniz,mov,magazzino,mv,mo,cv,co,ce,contratto,acquirente,created_at,updated_at,rt,lotto_padre,anno_raccolta,conto_lavoro,intragruppo,partner_id
270,22,2026,BIG BAG N° 12,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.004,0.04,0,0.06,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
271,22,2026,BIG BAG N° 13,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.005,0.0433,0,0.0833,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
272,22,2026,BIG BAG N° 14,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.012,0.03,0,0.0933,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
273,22,2026,BIG BAG N° 15,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.01,0.0333,0,0.1033,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
274,22,2026,BIG BAG N° 16,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.008,0.0433,0,0.1,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
275,22,2026,BIG BAG N° 17,SO052026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.006,0.04,0,0.0866,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
285,24,2026,BIG BAG N° 10,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.003,0.04,0,0.0766,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
286,24,2026,BIG BAG N° 11,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.003,0.0466,0,0.08,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
287,24,2026,BIG BAG N° 12,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.003,0.04,0,0.0833,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
288,24,2026,BIG BAG N° 13,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.004,0.0466,0,0.1,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
289,24,2026,BIG BAG N° 14,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.003,0.02,0,0.0766,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
290,24,2026,BIG BAG N° 15,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.005,0.02,0,0.06,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
291,24,2026,BIG BAG N° 16,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.004,0.0333,0,0.0566,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
292,24,2026,BIG BAG N° 17,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.003,0.0266,0,0.06,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
293,24,2026,BIG BAG N° 18,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.005,0.02,0,0.06,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
294,24,2026,BIG BAG N° 19,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.003,0.0433,0,0.0466,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
295,24,2026,BIG BAG N° 20,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.003,0.02,0,0.0866,0,,,2026-08-19T21:24:59.456322+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
303,24,2026,BIG BAG N° 28,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.003,0.0466,0,0.0533,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
304,24,2026,BIG BAG N° 29,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.008,0.04,0,0.04,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
305,24,2026,BIG BAG N° 30,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.006,0.0366,0,0.0533,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
306,24,2026,BIG BAG N° 31,SO062026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Vignanello,0.005,0.0433,0,0.0433,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
312,29,2026,BIG BAG N° 6,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.006,0.05,0,0.0566,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
313,29,2026,BIG BAG N° 7,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0233,0,0.09,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
314,29,2026,BIG BAG N° 8,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0333,0,0.08,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
315,29,2026,BIG BAG N° 9,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.02,0,0.0866,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
319,29,2026,BIG BAG N° 13,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0233,0,0.0733,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
320,29,2026,BIG BAG N° 14,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0566,0,0.0766,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
321,29,2026,BIG BAG N° 15,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.003,0.0366,0,0.0466,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
322,29,2026,BIG BAG N° 16,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.005,0.0333,0,0.0933,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
323,29,2026,BIG BAG N° 17,SO072026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0266,0,0.0666,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
332,18,2026,BIG 8,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.009,0.0733,0,0.15,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
333,19,2026,BIG 9,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.017,0.0666,0,0.1966,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
334,19,2026,BIG 10,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.011,0.07,0,0.1333,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
335,19,2026,BIG 11,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.012,0.0733,0,0.0866,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
336,19,2026,BIG 12,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.015,0.08,0,0.0733,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
337,19,2026,BIG 13,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.013,0.0666,0,0.0833,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
338,19,2026,BIG 14,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.009,0.0466,0,0.1533,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
339,19,2026,BIG 15,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.006,0.0566,0,0.1133,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
340,19,2026,BIG 16,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.004,0.0366,0,0.0966,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
341,19,2026,BIG 17,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.009,0.0633,0,0.0866,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
342,20,2026,BIG 18,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.01,0.0566,0,0.09,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
343,20,2026,BIG 19,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.008,0.0666,0,0.0866,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
344,20,2026,BIG 20,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.008,0.0566,0,0.1133,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
345,20,2026,BIG 21,FI1459/2026,CONVENZIONALI,SGUSCIATE,13/15,1000,0,Fabbrica,0.007,0.0533,0,0.1233,0,,,2026-08-19T21:24:59.531425+00:00,2026-08-19T21:26:10.381957+00:00,0,,2025,false,true,
